# DM            x	    dN/dx [ee]      +DHad [ee]    -DHad [ee]       +DScale [ee]        -DScale [ee]          +DcNS [ee]     -DcNS [ee]	     dN/dx [mumu]   +DHad [mumu]    -DHad [mumu]       +DScale [mumu]        -DScale [mumu]          +DcNS [mumu]     -DcNS [mumu]          dN/dx [tautau]    +DHad [tautau]    -DHad [tautau]       +DScale [tautau]        -DScale [tautau]      +DcNS [tautau]     -DcNS [tautau]       dN/dx [uu]      +DHad [uu]    -DHad [uu]       +DScale [uu]        -DScale [uu]          +DcNS [uu]     -DcNS [uu]	    dN/dx [dd]      +DHad [dd]    -DHad [dd]       +DScale [dd]        -DScale [dd]     +DcNS [dd]     -DcNS [dd]       dN/dx [ss]      +DHad [ss]    -DHad [ss]       +DScale [ss]        -DScale [ss]          +DcNS [ss]     -DcNS [ss]      dN/dx [cc]      +DHad [cc]    -DHad [cc]       +DScale [cc]        -DScale [cc]          +DcNS [cc]     -DcNS [cc]        dN/dx [bb]      +DHad [bb]    -DHad [bb]       +DScale [bb]        -DScale [bb]          +DcNS [bb]     -DcNS [bb]      dN/dx [tt]      +DHad [tt]    -DHad [tt]       +DScale [tt]        -DScale [tt]          +DcNS [tt]     -DcNS [tt]        dN/dx [gaga]      +DHad [gaga]    -DHad [gaga]       +DScale [gaga]        -DScale [gaga]          +DcNS [gaga]     -DcNS [gaga]	   dN/dx [zz]      +DHad [zz]    -DHad [zz]       +DScale [zz]        -DScale [zz]          +DcNS [zz]     -DcNS [zz]        dN/dx [ww]      +DHad [ww]    -DHad [ww]       +DScale [ww]        -DScale [ww]          +DcNS [ww]     -DcNS [ww]		dN/dx [gg]      +DHad [gg]    -DHad [gg]       +DScale [gg]        -DScale [gg]       +DcNS [gg]     -DcNS [gg]       dN/dx [hh]      +DHad [hh]    -DHad [hh]       +DScale [hh]        -DScale [hh]          +DcNS [hh]     -DcNS [hh]
5.0    0.0000000033497    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000037584    0.0000000    0    0    0    0    0    0	    0.0000067    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000042170    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000047315    0.0000067    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000133    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000053088    0.0000133    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000059566    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000066834    0.0000067    0    0    0    0    0    0	    0.0000067    0    0    0    0    0    0	    0.0000067    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000074989    0.0000067    0    0    0    0    0    0	    0.0000133    0    0    0    0    0    0	    0.0000067    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000084140    0.0000200    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000133    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000267    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000094406    0.0000133    0    0    0    0    0    0	    0.0000067    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000067    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000105930    0.0000067    0    0    0    0    0    0	    0.0000067    0    0    0    0    0    0	    0.0000133    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000133    0    .0000066    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000118850    0.0000067    0    0    0    0    0    0	    0.0000067    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000133350    0.0000000    0    0    0    0    0    0	    0.0000133    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    .0000067    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000067    .0000066    .0000067    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000149620    0.0000200    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000133    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    .0000067    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000167880    0.0000200    0    0    0    0    0    0	    0.0000067    0    0    0    0    0    0	    0.0000133    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000133    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000188360    0.0000067    0    0    0    0    0    0	    0.0000267    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    .0000067    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000133    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000211350    0.0000067    0    0    0    0    0    0	    0.0000133    0    0    0    0    0    0	    0.0000067    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000200    .0000133    .0000067    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000237140    0.0000200    0    0    0    0    0    0	    0.0000067    0    0    0    0    0    0	    0.0000200    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    .0000067    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000133    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000266070    0.0000467    0    0    0    0    0    0	    0.0000067    0    0    0    0    0    0	    0.0000133    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    .0000067    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000067    .0000066    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000298540    0.0000200    0    .0000067    0    0    0    0	    0.0000133    0    0    0    0    0    0	    0.0000133    0    0    0    0    0    0	    0.0000000    .0000067    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000133    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000334970    0.0000267    0    0    0    0    0    0	    0.0000133    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    .0000067    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000333    .0000134    .0000066    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000375840    0.0000200    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000133    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000133    .0000067    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000421700    0.0000200    0    0    0    0    0    0	    0.0000733    0    0    0    0    0    0	    0.0000067    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    .0000067    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000267    .0000200    .0000067    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000473150    0.0000267    0    0    0    0    0    0	    0.0000067    0    0    0    0    0    0	    0.0000067    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000467    0    .0000067    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000530880    0.0000200    0    0    0    0    0    0	    0.0000400    0    0    0    0    0    0	    0.0000067    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000267    0    .0000067    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000595660    0.0000400    0    0    0    0    0    0	    0.0000467    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    .0000067    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    .0000067    0    0    0    0    0	    0.0000000    .0000067    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000600    .0000133    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000668340    0.0000467    0    0    0    0    0    0	    0.0000267    0    0    0    0    0    0	    0.0000067    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    .0000067    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000533    .0000067    .0000066    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000749890    0.0000267    0    0    0    0    0    0	    0.0000333    0    0    0    0    0    0	    0.0000067    0    0    0    0    0    0	    0.0000000    .0000067    0    0    0    0    0	    0.0000000    .0000067    0    0    0    0    0	    0.0000000    .0000067    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000667    .0000066    .0000067    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000841400    0.0001200    0    0    0    0    0    0	    0.0000600    0    0    0    0    0    0	    0.0000067    0    0    0    0    0    0	    0.0000000    .0000067    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000067    0    .0000067    .0000005    .0000009    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0001067    0    .0000134    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000000944060    0.0001867    0    0    0    0    0    0	    0.0001133    0    0    0    0    0    0	    0.0000200    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    .0000067    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0001133    .0000067    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000001059300    0.0017667    0    .0000067    0    0    0    0	    0.0001067    0    0    0    0    0    0	    0.0000200    0    0    0    0    0    0	    0.0000000    .0000067    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    .0000067    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0001000    0    .0000133    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000001188500    0.0039600    0    0    0    0    0    0	    0.0001200    0    0    0    0    0    0	    0.0000067    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    .0000067    0    0    0    0    0	    0.0000000    .0000067    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0001667    .0000066    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
5.0    0.0000001333500    0.0065933    .0000067    0    0    0    0    0	    0.0003667    0    0    0    0    0    0	    0.0000067    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    .0000067    0    0    0    0    0	    0.0000067    0    .0000067    .0000004    .0000009    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0001400    .0000133    .0000133    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0	    0.0000000    0    0    0    0    0    0
